,Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave Color,Slave Status,Location,Location City,Ad Transcription,OBS,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
6202,34,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,fuga,procurando serviço,1,,,,,,Francisca,Rebola,F,40,,escrava,"Rua São Pedro, 161",,"Desappareceu, no dia 29 do mez p. p. , da rua S. Pedro n. 161, huma escrava de nome Francisca, nação Rebola, que terá 40 annos de idade pouco mais ou menos, estatura regular, e reforçada do corpo; há toda a desconfiança que esteja açoutada, contra o que desde já se protesta usar dos meios que a lei permitte: quem a levar á casa acima receberá boas alviçaras.",,,,,,,,,,,,,,,,
6203,35,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,fuga,procurando serviço,1,,,,,,Domingos,Benguela,M,16,,escravo,"Rua de Dom Manoel, 13",,"Desappareceu, no dia 2 do corrente mez, hum moleque de nação Benguela, por nome Domingos, de idade de 16 annos, com os signaes seguintes: magro do corpo, cara lisa, pés e dedos das mãos compridos, e com hum signal em hum dos braços; levou vestido calças de riscado ordinario e camisa de baeta: foi encontrado no mesmo dia, na rua de S. José, com hum cesto na cabeça, acompanhando a hum homem branco, este dizendo que seu senhor he que o tinha mandado; por onde se desconfia fosse seduzido: quem delle souber e der noticia na rua de D. Manoel n. 13, receberá boas alviçaras.",,,,,,,,,,,,,,,,
6204,36,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,barqueiro,,,M,,preto,escravo,"Rua do Lavradio, 23",,"VENDEM-SE seis pretos: dous são barqueiros e bons arrazes, moços e de boas figuras;e quatro de meia idade, que fazem todo o serviço de roça: vendem-se juntos ou separados, e se dão muito em conta: na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
6205,37,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,barqueiro,,,M,,preto,escravo,"Rua do Lavradio, 23",,"VENDEM-SE seis pretos: dous são barqueiros e bons arrazes, moços e de boas figuras;e quatro de meia idade, que fazem todo o serviço de roça: vendem-se juntos ou separados, e se dão muito em conta: na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
6206,38,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,todo serviço de roça,,,M,,preto,escravo,"Rua do Lavradio, 23",,"VENDEM-SE seis pretos: dous são barqueiros e bons arrazes, moços e de boas figuras;e quatro de meia idade, que fazem todo o serviço de roça: vendem-se juntos ou separados, e se dão muito em conta: na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
6207,39,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,todo serviço de roça,,,M,,preto,escravo,"Rua do Lavradio, 23",,"VENDEM-SE seis pretos: dous são barqueiros e bons arrazes, moços e de boas figuras;e quatro de meia idade, que fazem todo o serviço de roça: vendem-se juntos ou separados, e se dão muito em conta: na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
6208,40,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,todo serviço de roça,,,M,,preto,escravo,"Rua do Lavradio, 23",,"VENDEM-SE seis pretos: dous são barqueiros e bons arrazes, moços e de boas figuras;e quatro de meia idade, que fazem todo o serviço de roça: vendem-se juntos ou separados, e se dão muito em conta: na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
6209,41,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,todo serviço de roça,,,M,,preto,escravo,"Rua do Lavradio, 23",,"VENDEM-SE seis pretos: dous são barqueiros e bons arrazes, moços e de boas figuras;e quatro de meia idade, que fazem todo o serviço de roça: vendem-se juntos ou separados, e se dão muito em conta: na rua do Lavradio n. 23.",,,,,,,,,,,,,,,,
6210,42,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,"lavadeira, engomadeira, cozinheira",,,F,,preta,escrava,"Rua dos Latoeiros, 77",,"VENDE-SE, na rua dos Latoeiros n. 77, huma preta que sabe lavar, engommar e cozinhar: trata-se na mesma casa.",,,,,,,,,,,,,,,,
6211,43,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,fuga,procurando serviço,1,,,,,,Antonio,Moçambique,M,12,preto,,"Rua da Candelâria, 18 B",,"Fugio, no dia 1º do corrente, hum moleque de nome Antonio, de nação Moçambique, de idade de 12 a 14 annos, tendo fraca pronuncia no idioma portuguez; quem o levar á rua da Candelâria n. 18 B, será gratificado generosamente",,,,,,,,,,,,,,,,
6212,44,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira, engomadeira",,,F,16,preta,escrava,"Rua de São José, 77, 1º andar",,"VENDE-SE huma negrinha de 16 annos de idade, que cose, lava, engomma e cozinha, não he perfeita; tambem huma preta perfeita lavadeira e engommadeira, que se dá a contento: na rua de S. José n. 77, 1º andar.",,,,,,,,,,,,,,,,
6213,45,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,venda,oferecendo serviço,1,,,,,"cozinheira, lavadeira, engomadeira",,,F,16,preta,escrava,"Rua de São José, 77, 1º andar",,"VENDE-SE huma negrinha de 16 annos de idade, que cose, lava, engomma e cozinha, não he perfeita; tambem huma preta perfeita lavadeira e engommadeira, que se dá a contento: na rua de S. José n. 77, 1º andar.",,,,,,,,,,,,,,,,
6214,46,Jornal do Commercio,89,4,http://memoria.bn.br/DocReader/364568_03/356,3-Apr-1840,"aluguel
",oferecendo serviço,2,,,,,,,,F,,preta,,"Rua de Santo Antonio, 22",,"ALUGÃO-SE duas pretas raparigas, que sabem coser, lavar, e engommar, e tratar de crianças; na rua de Santo Antonio n. 22.",,,,,,,,,,,,,,,,
6215,47,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/F,,,escravo,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão, hoje quarta feira, ás 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, entre os quais ha hum preto peritimo cozinheiro de forno, fogão e massas, faz doces de todas as qualidades, e he affiançado sem vicios nenhuns: hum dito excellente official de boleeiro; hum dito sem vicios nenhuns, de bonita figura, com principio de official de sapateiro, e muito proprio para o serviço de casa, o qual não se vende senão por se precisar do seu importe; lavadeiras, engommadeiras, costureiras, mocambas, pretos e pretas de roça, moleques e negrinhas, etc. , etc; os quais serão vendidos, como de costume, com condições de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,,,,
6216,48,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,1,,,,,todo serviço de casa,,,M,,preto,escravo,"Rua da Quitanda, 30",,"VENDE-SE, na rua da Quitanda n. 30, hum preto baixo e reforçado, proprio para todo o serviço de huma casa; ou também se troca por huma negrinha.",,,,,,,,,,,,,,,,
6217,49,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,fuga,procurando serviço,1,,,,,marinheiro,Fillippe,Moçambique,M,40,preto,escravo,"Travessa do Paço, 15",,"Fugirão, em fevereiro do corrente anno, dous escravos marinheiros, hum de nome Fillippe, nação Moçambique, idade presumivel quarenta annos, estatura ordinaria, dentes limados, e signaes da nação no rosto, o qual andava na sumaca Espirito Santo para Macahé; outro de nome José, nação Calabar, idade de trinta annos, alto, reforçado e muito retinto; andava na sumaca S. Francisco para Paraty: quem dos mesmos der notícia certa na travessa do Paço n. 15, será gratificado.",,,,,,,,,,,,,,,,
6218,50,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,fuga,procurando serviço,1,,,,,marinheiro,José,Calambar,M,30,preto,escravo,"Travessa do Paço, 15",,"Fugirão, em fevereiro do corrente anno, dous escravos marinheiros, hum de nome Fillippe, nação Moçambique, idade presumivel quarenta annos, estatura ordinaria, dentes limados, e signaes da nação no rosto, o qual andava na sumaca Espirito Santo para Macahé; outro de nome José, nação Calabar, idade de trinta annos, alto, reforçado e muito retinto; andava na sumaca S. Francisco para Paraty: quem dos mesmos der notícia certa na travessa do Paço n. 15, será gratificado.",,,,,,,,,,,,,,,,
6219,51,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,15,preta,escrava,"Rua do Parto, 102",,"VENDE-SE huma mocamba recolhida, de 15 annos, perfeita costureira; huma dita negrinha, de 11 annos, muito linda, ou também se troca por huma ama de leite prendada: na rua do Parto n. 102.",,,,,,,,,,,,,,,,
6220,52,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,11,preta,escrava,"Rua do Parto, 102",,"VENDE-SE huma mocamba recolhida, de 15 annos, perfeita costureira; huma dita negrinha, de 11 annos, muito linda, ou também se troca por huma ama de leite prendada: na rua do Parto n. 102.",,,,,,,,,,,,,,,,
6221,53,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,1,280,,,,,,,F,,preta,escrava,"Rua de São José, 10",,"VENDE-SE, de huma família particular, huma preta por 280$ réis, que cozinha bem, lava de sabão e barrela, engomma e he de muito boa conducta; na rua de S. José n. 10.",,,,,,,,,,,,,,,,
6222,54,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,compra,procurando serviço,1,,,,,vendedora,,,F,,,escrava,"Rua do Hospício, 110",,"PRECISA-SE de huma escrava que saiba vender fazendas a covado e vara, affiançando-se a sua conduca; quem a tiver dirija-se á rua do Hospício n. 110.",,,,,,,,,,,,,,,,
6223,55,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,aluguel,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua do Ouvidor, 122",,ALUGA-SE hum preto para todo o serviço; na rua do Ouvidor n. 122.,,,,,,,,,,,,,,,,
6224,56,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,aluguel,procurando serviço,2,,,,,carroceiro,,,M,,preto,,"Rua da Conceição, 44",,PRECISA-SE alugar dous pretos que saibão andar com carroças; na rua da Conceição n. 44.,,,,,,,,,,,,,,,,
6225,57,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira, costureira",,,F,,preta,,"Rua de Dom Manoel, 20 A",,"ALUGA-SE, na rua de D. Manoel n. 20 A, huma preta sabendo coser, lavar, engommar, cozinhar e fazer compras.",,,,,,,,,,,,,,,,
6226,58,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,aluguel,oferecendo serviço,3,,,,,para todo o serviço,,,M,,preto,,"Largo do Paço, 8, 2 andar",,"ALUGÃO-SE, no largo do Paço n. 8, 2 andar, tres pretos para todo o serviço, entendem de roça.",,,,,,,,,,,,,,,,
6227,59,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira",,,M,,preto,,"Rua do Fogo, 35",,"ALUGA-SE hum preto que sabe perfeitamente lavar, engommar, e todo o mais serviço; na rua do Fogo n. 35.",,,,,,,,,,,,,,,,
6228,60,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,fuga,procurando serviço,1,,,,,,Antonio,Angola,M,,preto,escravo,"Rua do Rosário, 30",,"Fugio, da rua do Rosário n. 30, na noite de 2 do corrente, hum preto de nome Antonio, de nação Angola, com as pernas arqueadas; quem o levar á casa do numero acima receberá alviçaras.",,,,,,,,,,,,,,,,
6229,61,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,1,,,,,oleiro,,,M,,preto,escravo,"Rua da Valla, 89",,"VENDE-SE, na rua da Valla n. 89 hum preto moço, oleiro, e para todo o mais serviço, por preço commodo.",,,,,,,,,,,,,,,,
6230,62,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,aluguel,procurando serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Sabão, 92",,"Quem tiver hum preto cozinheiro, sem vícios, e o quizer alugar, queira dirigir-se á rua do Sabão n. 92.",,,,,,,,,,,,,,,,
6231,63,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,1,,,,,"engomadeira, cozinheira",,,F,24,preta,escrava,"Rua do Fogo, 91",,"VENDE-SE, na rua do Fogo n. 91, huma preta de 24 annos, que engomma, cozinha, e lava de sabão e barrela; e hum molecão de 20 annos, que sabe trabalhar em armazem, ambos são bonitas peças.",,,,,,,,,,,,,,,,
6232,64,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,oferecendo serviço,1,,,,,trabalhador de armazem,,,M,20,,escravo,"Rua do Fogo, 91",,"VENDE-SE, na rua do Fogo n. 91, huma preta de 24 annos, que engomma, cozinha, e lava de sabão e barrela; e hum molecão de 20 annos, que sabe trabalhar em armazem, ambos são bonitas peças.",,,,,,,,,,,,,,,,
6233,65,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,aluguel,oferecendo serviço,1,,,,,serviço de casa,,,F,,preta,forra,"Rua do Valongo, 143",,"Quem quizer alugar huma preta forra, que afiança a sua conducta, para o serviço de huma casa, dirija-se á rua do Valongo n. 143.",,,,,,,,,,,,,,,,
6234,66,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,procurando serviço,>1,,,,,padeiro,,,M,,preto,,"Rua do Hospício, 173",,"PRECISA-SE de pretos padeiros e de hum forneiro, na rua do Hospício n. 173.",,,,,,,,,,,,,,,,
6235,67,Jornal do Commercio,90,4,http://memoria.bn.br/DocReader/364568_03/360,4-Apr-1840,venda,procurando serviço,1,,,,,forneiro,,,M,,preto,,"Rua do Hospício, 173",,"PRECISA-SE de pretos padeiros e de hum forneiro, na rua do Hospício n. 173.",,,,,,,,,,,,,,,,
6236,68,Jornal do Commercio,91,4,http://memoria.bn.br/DocReader/364568_03/364,5-Apr-1840,fuga,procurando serviço,1,,,,,,Francisco,Caçange,M,,,escravo,"Rua do Hospício, 163",,"Fugio, em dia 3 de abril, da casa n. 88 do Engenho Velho, hum moleque de nome Francisco, nação Caçange, cara vistosa, cambaio de huma perna, e paralytico do braço direito: quem o achar e levar á rua do Hospício, casa n. 163, será gratificado.",,,,,,,,,,,,,,,,
6237,69,Jornal do Commercio,91,4,http://memoria.bn.br/DocReader/364568_03/364,5-Apr-1840,aluguel,oferecendo serviço,1,,,,,cozinheiro,,,M,,preto,escravo,"Rua do Lavradio, 53",,"ALUGA-SE hum preto cozinheiro; quem o quizer procure na rua do Lavradio n. 53, casas velhas, defronte da Relação, ou na Alfândega a Manoel Pereira da Silva.",,,,,,,,,,,,,,,,
6238,70,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/F,,,escravo,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão, hoje quarta feira, ás 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, entre os quais ha hum preto peritimo cozinheiro de forno, fogão e massas, faz doces de todas as qualidades, e he affiançado sem vicios nenhuns: hum dito excellente official de boleeiro; hum dito sem vicios nenhuns, de bonita figura, com principio de official de sapateiro, e muito proprio para o serviço de casa, o qual não se vende senão por se precisar do seu importe; lavadeiras, engommadeiras, costureiras, mocambas, pretos e pretas de roça, moleques e negrinhas, etc. , etc; os quais serão vendidos, como de costume, com condições de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,,,,
6239,71,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,venda,oferecendo serviço,1,,,,,cozinheira,,,F,,preta,escrava,"Rua de São José, 77, 1º andar",,"VENDE-SE huma preta de bonita figura, perfeita cozinheira de forno e fogão, faz doces de calda de differentes qualidades, lava de sabão e barrela, e engomma liso: não se duvida dar a contento; na rua de S. José, n. 77, 1º andar.",,,,,,,,,,,,,,,,
6240,72,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,venda,oferecendo serviço,1,,,,,carregador de café,,,M,,preto,escravo,"Rua de São José, 77, 1º andar",,"VENDE-SE hum preto reforçado, proprio para carregador de café, e hum bom official d'oleiro de roda, ambos livres de vicios; na rua de S. José, n. 77, 1 andar.",,,,,,,,,,,,,,,,
6241,73,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,venda,oferecendo serviço,1,,,,,"engomadeira, cozinheira",,,F,28,,escrava,"Rua da Alfândega, 293",,"VENDE-SE huma preta de 28 a 30 annos d' idade, perfeita engommadeira e costureira; e huma pretinha de 13 annos, com habilidades; na rua d' Alfândega, n. 293.",,,,,,,,,,,,,,,,
6242,74,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,13,preta,escrava,"Rua da Alfândega, 293",,"VENDE-SE huma preta de 28 a 30 annos d' idade, perfeita engommadeira e costureira; e huma pretinha de 13 annos, com habilidades; na rua d' Alfândega, n. 293.",,,,,,,,,,,,,,,,
6243,75,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,venda,oferecendo serviço,1,,,,,,,,F,,,escrava,"Rua do Senhor dos Passos, 182",,"VENDE-SE, por precisão, huma preta que engomma, lava, cozinha e faz doces; na rua do Senhor dos Passos, n. 182.",,,,,,,,,,,,,,,,
6244,76,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,venda,oferecendo serviço,1,,,,,,,,M,,,escravo,"Rua da Alfândega, 129",,"VENDE-SE, na rua d' Alfândega, n. 129, hum preto proprio para todo o serviço, muito forte e robusto.",,,,,,,,,,,,,,,,
6245,77,Jornal do Commercio,92,3,http://memoria.bn.br/DocReader/364568_03/367,6-Apr-1840,fuga,procurando serviço,1,50$000,,Manoel José Rodrigues Torres Junior,,,Joaquim,Songo,M,,preto,escravo,"Rua das Violas, 1 C",,"Fugio, há 4 mezes, de Manoel José Rodrigues Torres Junior, morador em S. João de Itaborahy, hum preto de nome Joaquim, nação Songo, tem alguns signaes pelas costas de chicote, bastante preto, olhos vivos, afunilado de corpo, pernas finas e pés seccos, boa altura e bem feito de corpo: dizem ter sido visto ao vir do Campo de Santa Anna puxando huma besta escura com jacas de carregar hortaliça. Quem o apprehender e levar á casa de Joaquim José de Castro de Araújo Sampaio, na rua das Violas, n. 1 C, ou á dita villa, receberá 50$000 rs. de alviçaras.",,,,,,,,,,,,,,,,
6246,78,Jornal do Commercio,93,3,http://memoria.bn.br/DocReader/364568_03/371,7-Apr-1840,venda,oferecendo serviço,>1,,,Frederico Guilherme,M,,,,M/F,,,escravo,"Rua do Ouvidor, 84",,"FREDERICO GUILHERME faz leilão, hoje quarta feira, ás 11 horas, na sua casa, rua do Ouvidor n. 84, de huma grande porção de escravos de ambos os sexos, entre os quais ha hum preto peritimo cozinheiro de forno, fogão e massas, faz doces de todas as qualidades, e he affiançado sem vicios nenhuns: hum dito excellente official de boleeiro; hum dito sem vicios nenhuns, de bonita figura, com principio de official de sapateiro, e muito proprio para o serviço de casa, o qual não se vende senão por se precisar do seu importe; lavadeiras, engommadeiras, costureiras, mocambas, pretos e pretas de roça, moleques e negrinhas, etc. , etc; os quais serão vendidos, como de costume, com condições de perfeita saude e fiança de boas vendas.",,,,,,,,,,,,,,,,
