Sort,Source,Edition,Page,URL,Pub Date,Ad Type,Seek/Offer,Number Sought/Offered,Ad Price Amt,Ad Price Period,Ad Placer Name,Ad Placer Sex,Advertised Occupations,Slave Name,Slave Origin,Slave Sex,Slave Age,Slave color,slave status,Location,Location City,Ad Transcription,Observations,,,,,,,,,,,,
507,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,,escravo,"Rua do Valongo, 109",,"VENDE-SE hum moleque que sabe cozinhar o ordinario de huma casa, na rua do Valongo n. 109.",,,,,,,,,,,,,
508,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,1,400$000,,,,"engomadeira, cozinheira, lavadeira, serviços domésticos",,,F,22,,escrava,"Rua de S. José, 10",,"VENDE-SE huma boa escrava, por 400$ rs., tem 22 annos, engomma e cozinha bem, lava de sabão e barrela, faz todo o serviço de huma casa com desembaraço, he muito saudavel e não tem vicios, ou se troca por um preto cozinheiro; na rua de S. José n. 10.",,,,,,,,,,,,,
509,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,1,330$000,,,,"lavadeira, cozinheira",,,F,20,preta,escrava,"Rua do Carmo, 41",,"VENDE-SE, na rua do Carmo n. 41, huma preta reforçada, de 20 a 24 annos, boa lavadeira e cozinheira; dá-se por 330$ rs.; ha mais huma negrinha de 12 annos, muito bonita e boa para costura.",,,,,,,,,,,,,
510,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,1,,,,,"marinheiro, canoeiro, chacareiro",,,M,,,escravo,"Rua dos Ourives, 223",,"VENDE-SE hum molecão robusto, marinheiro de ferrar e largar, bom canoeiro e chacareiro; assim alguns moleques e molecas peças: na rua dos Ourives n. 223.",,,,,,,,,,,,,
511,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,1,,,,,oficial de ferreiro,,,M,,preto,escravo,"Rua da Cadeia, 54",,"VENDE-SE hum preto perfeito official de ferreiro, tanto de obra de roça como de engenho; da-se para ser examinado por dias; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
512,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda,oferecendo serviço,>1,,,,,,,,M/F,,,escravos,"Rua dos Ourives, 223",,"VENDE-SE hum molecão robusto, marinheiro de ferrar e largar, bom canoeiro e chacareiro; assim alguns moleques e molecas peças: na rua dos Ourives n. 223.",,,,,,,,,,,,,
513,Jornal do Commercio,25,4,http://memoria.bn.br/docreader/364568_03/100,28-Jan-1840,venda/aluguel,oferecendo serviço,2,,,,,ama de leite,,,F/indefinido,,preta/indefinido,escrava,"Rua da Alfândega, 293",,"VENDE-SE ou aluga-se huma preta com muito bom leite, com cria muito gorda, que já engatinha, ou sem ella; na rua da Alfândega n. 293. Na mesma casa se toma uma criança para se criar de leite.",,,,,,,,,,,,,
514,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua de S. Francisco da Prainha, em frente ao Beco das Canôas",,"ALUGA-SE huma preta para ama, com muito bom leite; na rua de S. Francisco da Prainha, defronte do beco das Canôas.",,,,,,,,,,,,,
515,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,aluguel,oferecendo serviço,1,,,,,"costureira, engomadeira, lavadeira",,,F,,preta,escrava,"Rua de S. Clemente, 92",,"ALUGA-SE huma preta sabendo perfeitamente coser toda a qualidade de costura, engommar liso, e tambem lavar, sendo apta em todo o arranjo interno de huma casa; quem a pretender dirija-se a rua de S. Clemente, chacara n. 92, que achará com quem tratar.",,,,,,,,,,,,,
516,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,aluguel,procurando serviço,1,,,,,"lavadeira, engomadeira",,,F,,preta,escrava,"Rua Fresca, 5",,"PRECISA-SE de huma preta que saiba lavar e engommar com toda a perfeição, dirija-se a rua Fresca n. 5.",,,,,,,,,,,,,
517,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,aluguel,procurando serviço,1,,,,,tratador de animais,,,M,,preto,escravo,"Rua Fresca, 5",,"PRECISA-SE de hum preto que saiba tratar de animaes, dirija-se a rua Fresca n. 5.",,,,,,,,,,,,,
518,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,aluguel,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua Nova do Conde, 213",,"ALUGA-SE, na rua nova do Conde n. 213, huma preta para todo o serviço.",,,,,,,,,,,,,
519,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,fuga,,1,,,,,,Albino,Crioulo,M,17,,escravo,"Rua do Hospício, 239",,"Fugio, no dia 27 do corrente, hum crioulo de nome Albino, idade 17 annos, alto, magro, olhos grandes e bons dentes; vestido de camiza e calças de algodão entrançado e jaqueta de panno verde. Quem der noticia do dito escravo, ou o levar à rua do Hospício n. 239, será bem recompensado.",,,,,,,,,,,,,
520,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,fuga,,1,,,,,,Rita,Cabinda,F,,preta,escrava,"Rua de S. José, esquina da rua da Quitanda",,"Fugio, no dia 26 do corrente, depois das 8 horas da manhãa, huma preta de nome Rita, nação Cabinda, a qual não sabe bem dizer o nome da senhora por ter ha pouco sido comprada, tendo levado vestido de chita, e lenço no pescoço; quem della souber poderá levar à rua de S. José, esquina da da Quitanda, que será recompensado do seu trabalho.",,,,,,,,,,,,,
521,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,fuga,,1,,,Antonio José Dias Lavrador,M,,Francisco,Uruguai,M,,fulo,escravo,"Rua das Violas, 2",,"Fugio, a Antonio José Dias Lavrador, na ocasião de sua sahida, hum preto de nome Francisco, o qual ainda pouco falla o idioma portuguez, por ser filho de Montevidéo; por isso roga-se a qualquer Sr. capitão de navio que não o receba a bordo; sendo bastante corpulento, de cor fula, e levou calças, jaqueta e camisa branca: quem delle souber queira noticiar na rua das Violas n. 2, que será gratificado quando exija.",,,,,,,,,,,,,
522,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,alfaiate,,,M,,preto,escravo,"Rua da Cadeia, 37",,VENDE-SE hum preto alfaiate menos de cortar; na rua da Cadêa n. 37.,,,,,,,,,,,,,
523,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua Nova de São Bento, 20",,"VENDE-SE, na rua nova de S. Bento n. 20, huma preta boa ama de leite.",,,,,,,,,,,,,
524,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,2,,,,,"ama de leite, engomadeira, costureira, cozinheira",,,F,16,negra,escrava,"Rua do Lavradio, 23",,"VENDE-SE huma ama de leite do primeiro parto, negrinha de 16 annos, que tem muito bom leite, e que se vende com cria ou sem ella; engomma, cose, lava e cozinha, he muito carinhosa para crianças, recolhida, e de muito boa conducta; na rua do Lavradio n. 23.",,,,,,,,,,,,,
525,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,"ama de leite, mocamba, lavadeira, engomadeira, cozinheira",,,F,,,escrava,"Rua das Laranjeiras, 12",,"VENDE-SE huma muito boa ama com muito bom leite e com cria, parida de hum mez; he boa mocamba, lava, engomma e cozinha, e he muito sadia; procure na rua das Laranjeiras n. 12.",,,,,,,,,,,,,
526,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,"costureira, lavadeira, engomadeira, cozinheira",,,F,16,preta,escrava,"Rua dos Ourives, 17",,"VENDE-SE, por precisão, hama preta reforçada de 26 a 28 annos, a qual sabe coser, lavar, engommar e cozinhar; na rua dos Ourives n. 17.",,,,,,,,,,,,,
527,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,,escravo,"Rua do Valongo, 109",,"VENDE-SE hum moleque que sabe cozinhar o ordinario de huma casa, na rua do Valongo n. 109.",,,,,,,,,,,,,
528,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,360$000,,,,"cozinheiro, comprador",,,M,,,escravo,"Rua do Lavradio, 23",,"VENDE-SE hum bom escravo cozinheiro do ordinario, que faz compras, da jornal e he fiel; por 360$000 rs.; na rua do Lavradio n. 23.",,,,,,,,,,,,,
529,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,"mocamba, lavadeira, engomadeira, costureira",,,F,16,,escrava,"Rua da Cadeia, 68",,"VENDE-SE huma linda mocamba recolhida, de 16 annos, sabendo lavar, engommar e coser, sem vicios nem molestias, e muito sadia; na rua da Alfândega n. 21.",,,,,,,,,,,,,
530,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,,,,M,12,,escravo,"Rua do Hospício, 35",,"VENDE-SE, na rua do Hospício n. 35, huma bonita preta de nação, bem como hum moleque de 12 annos de idade; quem os pretender dirija-se a mesma casa, que se dão por preço commodo.",,,,,,,,,,,,,
531,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,,,,F,,,escrava,"Rua da Quitanda, 158",,"VENDE-SE, na rua da Quitanda n. 158, huma escrava propria para todo o serviço, não tendo vicio algum; o motivo da venda he por seu sr. se retirar para fóra.",,,,,,,,,,,,,
532,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda,oferecendo serviço,1,,,,,,,Nação,F,,preta,escrava,"Rua do Hospício, 35",,"VENDE-SE, na rua do Hospício n. 35, huma bonita preta de nação, bem como hum moleque de 12 annos de idade; quem os pretender dirija-se a mesma casa, que se dão por preço commodo.",,,,,,,,,,,,,
533,Jornal do Commercio,26,4,http://memoria.bn.br/docreader/364568_03/104,29-Jan-1840,venda/aluguel,oferecendo serviço,1,,,,,oficial de charuteiro,,,M,,preto,escravo,"Rua do Rosário, 90",,"VENDE-SE ou aluga-se hum preto official de charuteiro, muito fiel, proprio para qualquer recado, por fallar muito bem e desembaraçado; na rua do Rosário n. 90.",,,,,,,,,,,,,
534,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua do Cano, 62",,"ALUGA-SE huma preta com muito e bom leite, na rua do Cano n. 62.",,,,,,,,,,,,,
535,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua de S. Francisco da Prainha, em frente ao Beco das Canôas",,"ALUGA-SE huma preta para ama, com muito bom leite; na rua de S. Francisco da Prainha, defronte do beco das Canôas.",,,,,,,,,,,,,
536,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, cozinheira, compradora",,,F,,preta,escrava,"Campo de Santa Anna, 8",,"ALUGA-SE huma preta que lava, cozinha e compra; no campo, lado do Museo, n. 8.",,,,,,,,,,,,,
537,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,aluguel,oferecendo serviço,1,,,,,mocamba,,,F,,,escrava,"Rua da Cadeia, 16",,"ALUGA-SE huma mocamba recolhida, com as prendas de huma boa mocamba; na rua da Cadêa n. 16.",,,,,,,,,,,,,
538,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,ama de leite,,,F,,,escrava,"Rua de S. José, 77",,"VENDE-SE hum bonito moleque de 16 annos, proprio para pagem ou qualquer officio; na rua de S. José n. 77, primeiro andar. Na mesma casa se vende huma ama de leite, parida de trez mezes, com bastantes qualidades.",,,,,,,,,,,,,
539,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,220$000,,,,carreiro,,,M,,preto,escravo,"Rua do Piolho, 40",,"VENDE-SE hum preto carreiro, por 220$ rs.; na rua do Piolho n. 40.",,,,,,,,,,,,,
540,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,800$000,,,,"costureira, mocamba",,,F,,parda,escrava,"Rua dos Pescadores, 45",,"VENDE-SE, na rua dos Pescadores n. 45, huma parde de 18 annos, perfeita costureira, e com todas as mais qualidades que constituem huma boa mocamba, sem vicios nem molestia, o que se affiança. O seu ultimo preço são 800$ rs.",,,,,,,,,,,,,
541,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,cozinheiro,,,M,,,escravo,"Rua do Valongo, 109",,"VENDE-SE hum moleque que sabe cozinhar o ordinario de huma casa, na rua do Valongo n. 109.",,,,,,,,,,,,,
542,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,"cozinheria, costureira, engomadeira, lavadeira",,,F,26,preta,escrava,"Rua da Cadeia, 68",,"VENDE-SE huma linda mocamba de 16 annos, que cose, engomma, lava, e não tem vicios nem molestias; e huma preta muito encorpada de 26 a 28 annos, que cozinha, cose, engomma, lava, e não se duvida dar a contento; na rua da Cadêa n. 68.",,,,,,,,,,,,,
543,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,290$000,,,,"lavadeira, engomadeira, cozinheira, costureira",,,F,30,preta,escrava,"Rua da Cadeia, 54",,"VENDE-SE, sendo para fóra, huma preta de 30 annos, boa lavadeira, engommadeira e cozinheira; que tambem cose, e dá-se por 290$000, ultimo preço; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
544,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,mocamba,,,F,,,escrava,"Rua da Cadeia, 54",,"VENDE-SE huma perfeita mocamba, quese deixa examinar; trata-se na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
545,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,"mocamba, costureira, engomadeira, lavadeira",,,F,16,,escrava,"Rua da Cadeia, 68",,"VENDE-SE huma linda mocamba de 16 annos, que cose, engomma, lava, e não tem vicios nem molestias; e huma preta muito encorpada de 26 a 28 annos, que cozinha, cose, engomma, lava, e não se duvida dar a contento; na rua da Cadêa n. 68.",,,,,,,,,,,,,
546,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,>1,,,,,"mocambas, cozinheiras, lavadeiras, engomadeiras, pagens, roceiros",,,M/F,,,escravos,"Rua do Ouvidor, 90",,"Jh. BOUIS fará leilão, sexta feira 31 do corrente, em sua casa, na rua do Ouvidor n. 90, de huma grande porção de escravos de ambos os sexos, constando de lindissimas mocambas, cozinheiras, lavadeiras e engommadeiras, alguns moleques com officios, e muito proprios para pagens, e muitos outros pretos com officios e de roça.",,,,,,,,,,,,,
547,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,oficial de ferreiro,,,M,,,escravo,"Rua da Cadeia, 54",,"VENDE-SE hum perfoito official de ferreiro de toda obra, que póde ser examinado; na rua da Cadêa, sobrado n. 54.",,,,,,,,,,,,,
548,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,pajem ou qualquer ofício,,,M,16,,escravo,"Rua de S. José, 77",,"VENDE-SE hum bonito moleque de 16 annos, proprio para pagem ou qualquer officio; na rua de S. José n. 77, primeiro andar. Na mesma casa se vende huma ama de leite, parida de trez mezes, com bastantes qualidades.",,,,,,,,,,,,,
549,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,roceiro,,,M,20,,escravo,"Rua dos Ourives, 33",,"VENDE-SE hum lindo molecão de roça, de 20 annos de idade; na rua dos Ourives n. 33.",,,,,,,,,,,,,
550,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,,,,F,,preta,escrava,"Rua do Sabão, 187",,VENDE-SE huma preta na rua do Sabão n. 187.,,,,,,,,,,,,,
551,Jornal do Commercio,27,4,http://memoria.bn.br/docreader/364568_03/108,30-Jan-1840,venda,oferecendo serviço,1,,,,,,,,M/F,,,escravos,Confeitaria de Niterói,Niteroi,"VENDEM-SE, na confeitaria de Nitherohy, escravos de ambos os sexos, com officios e sem elles.",,,,,,,,,,,,,
552,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,aluguel,oferecendo serviço,1,,,,,ama de leite,,,F,,preta,escrava,"Rua Direita, padaria de Albino José dos Reis",Niterói,"ALUGA-SE huma preta sadia com bom leite; na rua Direita, Cidade de Nitherohy, padaria de Albino José dos Reis.",,,,,,,,,,,,,
553,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,aluguel,oferecendo serivço,1,16$000,month,,,ama de leite,,,F,,preta,escrava,"Rua do Hospício, 184",,"ALUGA-SE huma preta boa ama de leite, muito carinhosa para crianças, sendo o seu aluguel 16$ réis mensaes, pagos adiantados; na rua do Hospício n. 184.",,,,,,,,,,,,,
554,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,aluguel,procurando serviço,1,,,,,cocheiro,,,M,,preto,cativo,"Campo de Santa Anna, 11",,"PRECISA-SE alugar hum preto cativo, que seja bom cocheiro; no campo de Santa Anna n. 11.",,,,,,,,,,,,,
555,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,aluguel,procurando serviço,1,,,,,"cozinheiro, comprador",,,M,,preto,escravo,"Rua do Sacramento, 20",,"PRECISA-SE alugar com brevidade, na rua do Sacramento n. 20, hum preto que saiba cozinhar e comprar, sendo fiel, e que seu preço não exceda de 9$ a 10$ rs.",,,,,,,,,,,,,
556,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,aluguel,oferecendo serviço,1,,,,,"lavadeira, engomadeira",,,F,,preta,escrava,"Rua dos Barbonos, 52",,"ALUGA-SE huma preta que sabe lavar e engommar, na rua dos Barbonos n. 52.",,,,,,,,,,,,,
557,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,aluguel,oferecendo serviço,1,,,,,,,,M,,preto,escravo,"Rua dos Arcos, 5",,"VENDE-SE hum preto, na rua dos Arcos n. 5.",,,,,,,,,,,,,
558,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,compra,procurando serviço,>1,,,,,roceiros,,,M/F,,pretos,escravos,"Rua da Misericórdia, 69",,"COMPRÃO-SE alguns pretos e pretas de meia idade, para roça; na rua da Misericórdia n. 69.",,,,,,,,,,,,,
559,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,fuga,,1,,,,,carregador de café,Miguel,Moçambique,M,,preto fulo,escravo,"Rua Larga de São Joaquim, 203",,"FUGIO no dia 20 de janeiro hum preto por nome Miguel, nação Moçambique, estatura regular, côr fula, beiços grossos, sendo o inferior muito cahido, he carregadorde café; quem o mesmo levar a rua larga de S. Joaquim n. 203, receberá alviçaras.",,,,,,,,,,,,,
560,Jornal do Commercio,28,3,http://memoria.bn.br/docreader/364568_03/111,31-Jan-1840,fuga,,1,,,,,,Paulo,Cabinda,M,,cor não muito retinta,escravo,"Rua das Violas, 78",,"Fugio, da rua das Violas n. 78, hum escravo por nome Paulo, de nação Cabinda, com os signaes seguintes: falta de alguns dedos nos pés, reforçado de corpo, côr não muito retinta, e estatura regular; quem do tido souber e o levar à dita casa receberá gratificação.",,,,,,,,,,,,,
561,Jornal do Commercio,28,4,http://memoria.bn.br/docreader/364568_03/112,31-Jan-1840,fuga,,1,,,,,,Firmo,Moçambique,M,,,escravo,"Rua Nova do Livramento, 149",,"FUGIO no dia 23 do corrente, da rua nova do Livramento n. 149, hum moleque Moçambique, de nome Firmo, baixo e magro; levou camisa de riscado ou chita, jaqueta e calça branca, chapéo de castor preto: quem o levar à sobretida casa será bem recompensado.",,,,,,,,,,,,,
